dataset,model_name,distance_frac_step,clean_data,optimized_mode_ratio,butter_Wn,dist_error,dir_error,dir_ratio
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.0045,54.54439449915419,30.48506752148035,0.4969939879759519
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.0055,56.98129424270633,31.0096197663532,0.5050100200400801
Hand-Walk/Hand-Walk-03-008,SVR,3,4,0.95,0.006,58.796329805621866,31.355950980441044,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.003,56.76784766104765,30.398513529129623,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.0035,55.762601270762666,30.24061978843692,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.004,56.704388924186276,30.74205039540768,0.47695390781563124
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.0045,55.581225345346176,30.688300628402327,0.48096192384769537
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.0055,56.48854746613404,31.281049638274986,0.4849699398797595
Hand-Walk/Hand-Walk-03-008,SVR,3,4,1.0,0.006,59.57740869139255,31.598400949510722,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.003,54.40588837209616,31.83880768832726,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.0035,52.60015396591995,31.483832981592485,0.49899799599198397
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.004,55.73668237087637,31.548937856295804,0.49498997995991983
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.0045,51.78927919575294,32.421251868742104,0.4969939879759519
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.0055,53.6826627343731,32.01093643167444,0.5150300601202404
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.8,0.006,55.67446438702006,32.38802625402986,0.5090180360721442
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.003,60.463418460473775,31.57157381989696,0.45691382765531063
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.0035,56.1744454843524,31.424800089922233,0.4789579158316633
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.004,58.67205288876775,32.25039507854721,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.0045,52.67445882100174,31.154037192942425,0.48697394789579157
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.0055,55.05321251350588,32.03039485711879,0.49298597194388777
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.9,0.006,58.089802356244356,32.28089282106996,0.4749498997995992
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.003,62.371579871312804,31.70689466646768,0.46092184368737477
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.0035,58.90573377289507,31.33068259625083,0.46893787575150303
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.004,61.62523224391818,31.256585633183313,0.4649298597194389
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.0045,56.788884201132326,31.47225415884934,0.4729458917835671
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.0055,56.536681110912525,31.691622395274926,0.46693386773547096
Hand-Walk/Hand-Walk-03-008,SVR,3,5,0.95,0.006,59.60356865687176,32.06536815399898,0.46292585170340683
Hand-Walk/Hand-Walk-03-008,SVR,3,5,1.0,0.003,66.13688805645047,32.123988716761296,0.45691382765531063
